"","groupName","activeTouch","timeStamp","C"
"502","A",0,"6/6/16 9:04",0
"503","A",0,"6/6/16 9:09",0
"504","B",0,"6/6/16 9:09",0
"505","B",0,"6/6/16 9:49",0
"506","A",0,"6/6/16 9:56",0
"507","A",0,"6/6/16 10:18",0
"508","A",0,"6/6/16 10:27",1
"509","B",0,"6/6/16 10:33",1
"510","B",0,"6/6/16 10:49",0
"511","A",0,"6/6/16 11:13",1
"512","A",0,"6/6/16 11:18",0
"513","A",0,"6/6/16 11:25",0
"514","A",0,"6/6/16 11:26",0
"515","B",0,"6/6/16 11:33",0
"516","A",0,"6/6/16 11:34",0
"517","B",0,"6/6/16 11:42",1
"518","A",1,"6/6/16 11:42",0
"519","A",0,"6/6/16 11:49",0
"520","B",0,"6/6/16 12:07",0
"521","B",0,"6/6/16 12:09",0
"522","A",0,"6/6/16 12:18",0
"523","B",0,"6/6/16 12:24",0
"524","B",0,"6/6/16 12:25",0
"525","B",0,"6/6/16 12:29",0
"526","A",0,"6/6/16 12:33",0
"527","B",0,"6/6/16 12:53",1
"528","A",0,"6/6/16 12:55",0
"529","B",0,"6/6/16 13:19",0
"530","B",0,"6/6/16 13:26",0
"531","B",0,"6/6/16 13:53",0
"532","A",0,"6/6/16 13:53",0
"533","B",0,"6/6/16 14:23",0
"534","B",0,"6/6/16 14:29",0
"535","B",0,"6/6/16 14:44",0
"536","A",1,"6/6/16 14:45",0
"537","A",0,"6/6/16 14:55",0
"538","B",0,"6/6/16 15:06",0
"539","A",0,"6/6/16 15:17",0
"540","A",0,"6/6/16 15:29",0
"541","B",0,"6/6/16 15:41",0
"542","B",0,"6/6/16 15:45",0
"543","A",1,"6/6/16 15:50",0
"544","B",0,"6/6/16 16:08",0
"545","A",0,"6/6/16 16:13",0
"546","B",0,"6/6/16 16:22",0
"547","B",1,"6/6/16 16:23",0
"548","A",0,"6/6/16 16:23",1
"549","B",0,"6/6/16 16:24",0
"550","A",0,"6/6/16 16:38",0
"551","A",0,"6/6/16 16:38",0
"552","A",0,"6/6/16 16:41",0
"553","B",0,"6/6/16 16:43",0
"554","B",1,"6/6/16 16:44",0
"555","B",1,"6/6/16 17:15",0
"556","A",0,"6/6/16 17:19",0
"557","B",0,"6/6/16 17:43",0
"558","B",0,"6/6/16 17:59",0
"559","A",0,"6/6/16 18:03",0
"560","A",0,"6/6/16 18:09",0
"561","A",0,"6/6/16 18:36",1
"562","A",0,"6/6/16 18:43",0
"563","A",0,"6/6/16 18:53",0
"564","B",0,"6/6/16 18:59",1
"565","A",0,"6/6/16 19:06",0
"566","A",0,"6/6/16 19:15",0
"567","B",0,"6/6/16 19:16",0
"568","B",0,"6/6/16 19:23",0
"569","B",0,"6/6/16 19:26",0
"570","B",0,"6/6/16 19:39",0
"571","B",0,"6/6/16 19:52",0
"572","B",0,"6/6/16 19:58",0
"573","B",0,"6/6/16 19:59",0
"574","A",0,"6/6/16 20:04",1
"575","A",0,"6/6/16 20:09",0
"576","A",0,"6/6/16 20:17",0
"577","B",0,"6/6/16 20:24",0
"578","A",0,"6/6/16 20:30",0
"579","A",0,"6/6/16 20:36",0
"580","A",1,"6/6/16 20:42",0
"581","A",0,"6/6/16 20:44",0
"582","B",0,"6/6/16 20:54",0
"583","A",1,"6/6/16 21:01",0
"584","B",0,"6/6/16 21:17",0
"585","B",0,"6/6/16 21:23",0
"586","A",0,"6/6/16 21:38",0
"587","A",0,"6/6/16 21:44",0
"588","A",1,"6/6/16 21:49",1
"589","A",0,"6/6/16 22:12",0
"590","A",0,"6/6/16 22:13",0
"591","A",0,"6/6/16 22:23",0
"592","B",0,"6/6/16 22:33",0
"593","A",0,"6/6/16 22:34",0
"594","A",0,"6/6/16 22:34",0
"595","B",0,"6/6/16 22:45",0
"596","B",0,"6/6/16 22:50",0
"597","B",1,"6/6/16 22:52",0
"598","B",0,"6/6/16 22:57",0
"599","B",0,"6/6/16 23:03",0
"600","B",1,"6/6/16 23:03",0
"601","A",0,"6/6/16 23:09",0
"602","A",0,"6/6/16 23:16",0
"603","A",0,"6/6/16 23:21",0
"604","B",0,"6/6/16 23:43",0
"605","B",0,"6/6/16 23:45",0
"606","A",0,"6/7/16 0:05",0
"607","A",0,"6/7/16 0:07",0
"608","A",0,"6/7/16 0:16",0
"609","B",0,"6/7/16 0:35",1
"610","B",0,"6/7/16 0:43",0
"611","B",0,"6/7/16 0:51",0
"612","A",0,"6/7/16 0:57",0
"613","B",0,"6/7/16 1:34",0
"614","A",0,"6/7/16 1:35",0
"615","A",0,"6/7/16 2:37",0
"616","B",0,"6/7/16 3:05",0
"617","B",0,"6/7/16 3:22",0
"618","A",0,"6/7/16 3:51",0
"619","B",0,"6/7/16 4:46",0
"620","A",0,"6/7/16 7:36",0
"621","B",0,"6/7/16 9:08",0
"622","B",0,"6/7/16 9:38",0
"623","B",0,"6/7/16 9:52",0
"624","B",0,"6/7/16 10:11",0
"625","B",0,"6/7/16 10:12",0
"626","B",0,"6/7/16 10:33",0
"627","A",0,"6/7/16 10:57",0
"628","B",0,"6/7/16 11:08",0
"629","B",0,"6/7/16 11:16",0
"630","B",0,"6/7/16 11:20",0
"631","B",0,"6/7/16 11:28",0
"632","B",0,"6/7/16 11:33",0
"633","A",0,"6/7/16 11:37",0
"634","A",0,"6/7/16 11:43",0
"635","B",0,"6/7/16 11:43",0
"636","A",0,"6/7/16 11:55",0
"637","B",1,"6/7/16 11:58",0
"638","B",0,"6/7/16 12:02",0
"639","A",1,"6/7/16 12:14",0
"640","B",0,"6/7/16 12:16",0
"641","B",0,"6/7/16 12:17",0
"642","A",0,"6/7/16 12:18",0
"643","A",0,"6/7/16 12:20",0
"644","B",0,"6/7/16 12:20",0
"645","B",0,"6/7/16 12:30",0
"646","B",0,"6/7/16 12:36",0
"647","B",1,"6/7/16 12:38",0
"648","A",0,"6/7/16 12:58",0
"649","A",0,"6/7/16 13:00",0
"650","B",1,"6/7/16 13:03",0
"651","A",0,"6/7/16 13:08",0
"652","A",0,"6/7/16 13:11",0
"653","B",0,"6/7/16 13:16",0
"654","A",0,"6/7/16 13:20",0
"655","B",0,"6/7/16 13:27",0
"656","B",1,"6/7/16 13:50",0
"657","B",0,"6/7/16 14:19",0
"658","B",0,"6/7/16 14:22",0
"659","A",0,"6/7/16 14:26",0
"660","B",0,"6/7/16 14:27",0
"661","B",0,"6/7/16 14:33",0
"662","A",0,"6/7/16 14:33",0
"663","B",0,"6/7/16 14:40",1
"664","B",0,"6/7/16 14:43",1
"665","A",0,"6/7/16 14:44",0
"666","B",0,"6/7/16 15:04",0
"667","B",0,"6/7/16 15:14",0
"668","A",0,"6/7/16 15:20",0
"669","B",0,"6/7/16 15:28",0
"670","A",0,"6/7/16 15:41",1
"671","A",0,"6/7/16 15:44",0
"672","B",0,"6/7/16 16:13",0
"673","A",0,"6/7/16 16:27",0
"674","B",0,"6/7/16 16:36",0
"675","B",0,"6/7/16 16:52",0
"676","A",0,"6/7/16 16:59",0
"677","B",0,"6/7/16 17:19",0
"678","B",0,"6/7/16 17:23",0
"679","B",0,"6/7/16 17:24",0
"680","B",0,"6/7/16 17:27",0
"681","B",0,"6/7/16 17:35",0
"682","A",0,"6/7/16 18:07",0
"683","A",0,"6/7/16 18:15",0
"684","A",0,"6/7/16 18:22",0
"685","A",0,"6/7/16 18:27",0
"686","B",0,"6/7/16 18:30",0
"687","B",0,"6/7/16 18:32",0
"688","B",0,"6/7/16 18:37",0
"689","A",0,"6/7/16 18:50",0
"690","A",0,"6/7/16 18:53",1
"691","B",0,"6/7/16 19:16",0
"692","B",0,"6/7/16 19:18",0
"693","A",0,"6/7/16 19:26",0
"694","B",0,"6/7/16 19:30",0
"695","A",1,"6/7/16 19:35",0
"696","B",0,"6/7/16 19:36",0
"697","A",0,"6/7/16 19:44",1
"698","B",0,"6/7/16 19:46",0
"699","A",0,"6/7/16 19:57",0
"700","B",0,"6/7/16 20:09",0
"701","A",0,"6/7/16 20:32",0
"702","A",0,"6/7/16 20:34",0
"703","A",0,"6/7/16 20:35",0
"704","B",0,"6/7/16 20:45",0
"705","A",0,"6/7/16 20:49",0
"706","B",0,"6/7/16 21:02",0
"707","A",0,"6/7/16 21:03",0
"708","B",0,"6/7/16 21:05",0
"709","B",0,"6/7/16 21:10",0
"710","B",0,"6/7/16 21:20",0
"711","A",0,"6/7/16 21:32",0
"712","B",0,"6/7/16 21:34",0
"713","A",0,"6/7/16 21:49",0
"714","B",0,"6/7/16 21:55",0
"715","A",0,"6/7/16 22:05",0
"716","A",0,"6/7/16 22:13",0
"717","A",0,"6/7/16 22:13",0
"718","A",0,"6/7/16 22:15",0
"719","B",1,"6/7/16 22:20",0
"720","B",0,"6/7/16 22:21",0
"721","B",0,"6/7/16 22:28",0
"722","B",0,"6/7/16 22:30",0
"723","B",0,"6/7/16 22:33",0
"724","A",0,"6/7/16 22:33",0
"725","B",0,"6/7/16 22:59",0
"726","B",0,"6/7/16 23:00",0
"727","B",0,"6/7/16 23:03",0
"728","B",0,"6/7/16 23:03",0
"729","B",0,"6/7/16 23:08",0
"730","B",0,"6/7/16 23:14",0
"731","A",0,"6/7/16 23:30",0
"732","A",0,"6/7/16 23:34",0
"733","B",1,"6/7/16 23:44",0
"734","B",0,"6/8/16 0:03",0
"735","A",0,"6/8/16 0:07",0
"736","B",0,"6/8/16 0:39",0
"737","A",0,"6/8/16 0:54",1
"738","A",0,"6/8/16 2:05",0
"739","A",0,"6/8/16 5:39",0
"740","B",0,"6/8/16 7:19",0
"741","A",0,"6/8/16 8:03",0
"742","B",0,"6/8/16 8:44",0
"743","A",0,"6/8/16 8:44",0
"744","B",1,"6/8/16 8:54",0
"745","A",0,"6/8/16 9:09",0
"746","B",0,"6/8/16 9:12",0
"747","A",0,"6/8/16 9:35",0
"748","B",0,"6/8/16 9:43",0
"749","A",0,"6/8/16 9:56",0
"750","B",0,"6/8/16 10:00",0
"751","A",0,"6/8/16 10:02",0
"752","B",0,"6/8/16 10:02",0
"753","A",0,"6/8/16 10:03",0
"754","A",0,"6/8/16 10:06",0
"755","A",0,"6/8/16 10:09",0
"756","B",0,"6/8/16 10:10",1
"757","A",0,"6/8/16 10:19",0
"758","B",0,"6/8/16 10:21",0
"759","B",0,"6/8/16 10:23",0
"760","A",0,"6/8/16 10:23",0
"761","A",0,"6/8/16 10:29",0
"762","B",0,"6/8/16 10:41",0
"763","A",0,"6/8/16 10:58",0
"764","B",0,"6/8/16 10:59",0
"765","B",0,"6/8/16 11:17",0
"766","A",0,"6/8/16 11:18",0
"767","A",0,"6/8/16 11:26",0
"768","A",0,"6/8/16 11:27",0
"769","A",0,"6/8/16 11:51",0
"770","A",0,"6/8/16 11:51",0
"771","A",0,"6/8/16 12:00",0
"772","A",0,"6/8/16 12:00",0
"773","A",0,"6/8/16 12:13",0
"774","B",0,"6/8/16 12:15",0
"775","A",0,"6/8/16 12:34",0
"776","A",0,"6/8/16 12:37",0
"777","B",0,"6/8/16 12:46",0
"778","B",0,"6/8/16 12:50",0
"779","A",0,"6/8/16 12:50",0
"780","B",0,"6/8/16 12:58",1
"781","B",0,"6/8/16 13:27",0
"782","B",0,"6/8/16 13:39",0
"783","A",0,"6/8/16 13:56",0
"784","A",0,"6/8/16 13:56",0
"785","B",0,"6/8/16 14:02",0
"786","B",0,"6/8/16 14:06",0
"787","A",0,"6/8/16 14:33",0
"788","B",0,"6/8/16 14:41",0
"789","B",0,"6/8/16 14:44",0
"790","A",0,"6/8/16 14:54",0
"791","A",0,"6/8/16 15:02",0
"792","A",0,"6/8/16 15:04",0
"793","B",0,"6/8/16 15:05",0
"794","A",0,"6/8/16 15:07",0
"795","A",0,"6/8/16 15:14",0
"796","A",0,"6/8/16 15:23",0
"797","A",1,"6/8/16 15:25",0
"798","A",0,"6/8/16 15:34",0
"799","A",0,"6/8/16 15:48",0
"800","A",0,"6/8/16 15:59",0
"801","B",0,"6/8/16 16:15",0
"802","B",0,"6/8/16 16:24",0
"803","B",0,"6/8/16 16:25",0
"804","A",0,"6/8/16 16:34",0
"805","B",0,"6/8/16 16:42",1
"806","A",0,"6/8/16 16:57",0
"807","B",0,"6/8/16 17:02",0
"808","A",0,"6/8/16 17:04",0
"809","A",0,"6/8/16 17:21",0
"810","B",0,"6/8/16 17:26",0
"811","A",0,"6/8/16 17:28",0
"812","B",0,"6/8/16 17:36",0
"813","B",0,"6/8/16 18:07",0
"814","A",0,"6/8/16 18:25",0
"815","B",0,"6/8/16 18:28",0
"816","A",0,"6/8/16 18:41",0
"817","A",0,"6/8/16 18:49",0
"818","A",0,"6/8/16 18:56",0
"819","B",0,"6/8/16 18:57",0
"820","B",0,"6/8/16 19:08",0
"821","B",0,"6/8/16 19:10",0
"822","A",0,"6/8/16 19:15",0
"823","A",0,"6/8/16 19:17",0
"824","A",0,"6/8/16 19:24",0
"825","B",0,"6/8/16 19:24",0
"826","B",0,"6/8/16 19:30",0
"827","A",0,"6/8/16 19:34",0
"828","A",0,"6/8/16 19:38",0
"829","A",0,"6/8/16 19:49",0
"830","A",0,"6/8/16 19:49",0
"831","A",0,"6/8/16 20:12",0
"832","A",0,"6/8/16 20:24",0
"833","A",0,"6/8/16 21:05",0
"834","A",0,"6/8/16 21:37",0
"835","A",0,"6/8/16 21:42",0
"836","A",1,"6/8/16 21:46",0
"837","A",0,"6/8/16 21:50",0
"838","A",0,"6/8/16 22:02",0
"839","A",1,"6/8/16 22:11",0
"840","B",0,"6/8/16 22:12",0
"841","A",1,"6/8/16 22:13",0
"842","A",0,"6/8/16 22:22",0
"843","B",0,"6/8/16 22:24",0
"844","A",0,"6/8/16 22:29",0
"845","A",0,"6/8/16 22:35",0
"846","A",0,"6/8/16 22:37",0
"847","A",0,"6/8/16 22:38",0
"848","B",0,"6/8/16 22:41",0
"849","B",0,"6/8/16 22:46",0
"850","A",0,"6/8/16 22:50",0
"851","A",0,"6/8/16 22:51",0
"852","B",0,"6/8/16 23:11",0
"853","A",0,"6/8/16 23:29",0
"854","B",1,"6/8/16 23:48",0
"855","B",0,"6/8/16 23:50",0
"856","A",0,"6/8/16 23:51",0
"857","A",0,"6/9/16 0:14",0
"858","A",0,"6/9/16 0:22",0
"859","A",0,"6/9/16 0:35",0
"860","B",0,"6/9/16 0:54",0
"861","B",0,"6/9/16 1:05",0
"862","A",0,"6/9/16 1:32",0
"863","A",0,"6/9/16 2:07",0
"864","B",0,"6/9/16 2:28",0
"865","B",0,"6/9/16 2:53",0
"866","B",0,"6/9/16 3:19",0
"867","B",0,"6/9/16 3:38",0
"868","B",0,"6/9/16 6:06",0
"869","A",0,"6/9/16 6:33",0
"870","B",0,"6/9/16 6:55",0
"871","B",0,"6/9/16 7:19",0
"872","B",0,"6/9/16 7:36",0
"873","B",0,"6/9/16 8:11",0
"874","B",0,"6/9/16 8:15",0
"875","B",0,"6/9/16 8:20",0
"876","A",0,"6/9/16 8:58",0
"877","B",0,"6/9/16 10:06",0
"878","A",0,"6/9/16 10:06",0
"879","A",0,"6/9/16 10:35",0
"880","A",0,"6/9/16 10:44",0
"881","A",0,"6/9/16 10:45",0
"882","B",0,"6/9/16 10:55",0
"883","A",0,"6/9/16 10:59",0
"884","A",0,"6/9/16 11:31",0
"885","B",0,"6/9/16 11:31",0
"886","A",0,"6/9/16 11:47",0
"887","A",0,"6/9/16 11:48",0
"888","A",0,"6/9/16 12:00",0
"889","B",1,"6/9/16 12:04",0
"890","A",0,"6/9/16 12:07",0
"891","A",0,"6/9/16 12:23",0
"892","A",0,"6/9/16 12:36",1
"893","B",1,"6/9/16 12:46",0
"894","B",0,"6/9/16 12:53",0
"895","B",0,"6/9/16 12:55",0
"896","A",0,"6/9/16 12:55",0
"897","A",0,"6/9/16 13:00",1
"898","B",0,"6/9/16 13:09",0
"899","A",0,"6/9/16 13:15",0
"900","A",0,"6/9/16 13:23",0
"901","B",0,"6/9/16 13:25",0
"902","A",1,"6/9/16 13:28",0
"903","B",0,"6/9/16 13:30",0
"904","B",0,"6/9/16 13:32",0
"905","A",0,"6/9/16 13:46",0
"906","A",0,"6/9/16 13:49",0
"907","B",0,"6/9/16 13:53",0
"908","A",0,"6/9/16 14:18",0
"909","B",0,"6/9/16 14:19",0
"910","A",0,"6/9/16 14:19",0
"911","A",0,"6/9/16 14:28",0
"912","B",0,"6/9/16 14:45",0
"913","A",0,"6/9/16 14:49",0
"914","A",0,"6/9/16 15:01",0
"915","B",0,"6/9/16 15:05",0
"916","A",0,"6/9/16 15:10",0
"917","A",0,"6/9/16 15:13",0
"918","A",0,"6/9/16 15:22",0
"919","B",0,"6/9/16 15:27",0
"920","A",0,"6/9/16 15:31",0
"921","B",0,"6/9/16 15:33",0
"922","A",0,"6/9/16 15:44",0
"923","B",0,"6/9/16 15:45",0
"924","B",0,"6/9/16 15:54",0
"925","A",0,"6/9/16 15:56",0
"926","B",0,"6/9/16 15:56",0
"927","B",0,"6/9/16 16:05",0
"928","A",0,"6/9/16 16:10",0
"929","A",0,"6/9/16 16:13",0
"930","B",0,"6/9/16 16:23",0
"931","B",0,"6/9/16 16:25",0
"932","B",0,"6/9/16 16:39",0
"933","A",0,"6/9/16 16:41",0
"934","A",0,"6/9/16 16:49",0
"935","A",0,"6/9/16 17:09",0
"936","B",0,"6/9/16 17:12",0
"937","B",0,"6/9/16 17:28",0
"938","A",0,"6/9/16 17:33",0
"939","B",0,"6/9/16 17:42",0
"940","A",0,"6/9/16 17:44",0
"941","B",0,"6/9/16 17:48",0
"942","B",1,"6/9/16 17:50",0
"943","B",0,"6/9/16 17:51",0
"944","B",0,"6/9/16 17:51",0
"945","A",0,"6/9/16 18:01",0
"946","A",0,"6/9/16 18:15",0
"947","B",0,"6/9/16 18:16",0
"948","B",0,"6/9/16 18:20",0
"949","A",0,"6/9/16 18:28",0
"950","A",0,"6/9/16 18:36",0
"951","B",1,"6/9/16 18:41",0
"952","A",0,"6/9/16 18:44",0
"953","A",0,"6/9/16 18:44",0
"954","A",0,"6/9/16 19:04",0
"955","A",0,"6/9/16 19:25",0
"956","A",0,"6/9/16 19:44",0
"957","B",1,"6/9/16 19:45",0
"958","A",0,"6/9/16 19:50",0
"959","B",0,"6/9/16 19:51",0
"960","B",0,"6/9/16 20:04",0
"961","B",0,"6/9/16 20:13",0
"962","A",0,"6/9/16 20:22",0
"963","A",0,"6/9/16 20:24",0
"964","A",0,"6/9/16 20:35",0
"965","B",0,"6/9/16 20:43",0
"966","A",0,"6/9/16 20:45",0
"967","A",0,"6/9/16 20:45",0
"968","B",0,"6/9/16 20:46",0
"969","A",0,"6/9/16 21:17",0
"970","A",0,"6/9/16 21:23",0
"971","B",1,"6/9/16 21:23",0
"972","A",0,"6/9/16 21:34",0
"973","B",0,"6/9/16 21:36",0
"974","B",1,"6/9/16 21:39",0
"975","B",0,"6/9/16 21:42",0
"976","B",0,"6/9/16 21:44",0
"977","A",0,"6/9/16 21:45",0
"978","B",0,"6/9/16 22:23",0
"979","B",0,"6/9/16 22:27",0
"980","A",0,"6/9/16 22:33",0
"981","B",0,"6/9/16 22:37",0
"982","B",0,"6/9/16 22:39",0
"983","B",1,"6/9/16 22:49",0
"984","A",0,"6/9/16 23:06",0
"985","A",0,"6/9/16 23:07",0
"986","B",0,"6/9/16 23:13",0
"987","B",0,"6/9/16 23:17",0
"988","A",0,"6/9/16 23:22",0
"989","B",0,"6/9/16 23:28",0
"990","B",0,"6/10/16 0:05",0
"991","B",0,"6/10/16 0:08",0
"992","B",0,"6/10/16 0:12",0
"993","A",0,"6/10/16 0:18",0
"994","B",0,"6/10/16 0:19",0
"995","A",0,"6/10/16 0:20",0
"996","B",0,"6/10/16 0:21",0
"997","B",0,"6/10/16 0:52",0
"998","B",0,"6/10/16 0:55",0
"999","A",0,"6/10/16 1:06",0
"1000","B",0,"6/10/16 1:11",0
